delivery_id,DeliveryID,order_id,OrderID,customer_id,CustomerID,carrier,Carrier,tracking_number,TrackingNum,dispatch_date,DispatchDate,estimated_delivery,EstimatedDelivery,actual_delivery,ActualDelivery,delivery_status,DeliveryStatus,delivery_attempts,Attempts,weight_kg,Weight,dimensions,Dimensions,delivery_address,DeliveryAddress,city,City,state,State,country,Country,signature_required,SignatureRequired,delivered_to,DeliveredTo,delivery_notes,SLA_met,SLAMet,return_initiated,ReturnInitiated,return_reason,tmp_del
DEL0000061,DEL0000061,ORD9116476,ORD9116476,CUST000342,CUST000342,USPS,DHL,FB710128457,TRK62133440,01-06-2020,2020-06-01,06/11/2020,2020-06-11,06/21/2020,2020-06-21,Pending,In Transit,1,2,35090.0 g,9.68 kg,29x14x16 cm,N/A,3470 Ln Sydeny,"9614 Park St, Sydeny, AZ 51997",N/A,Sydeny,AZ,,United States,DE,Y,NULL,,null,Fragile,No,No,TRUE,Y,Quality issue,
DEL0000062,DEL0000062,ORD0004258,ORD0004258,CUST000899,CUST000899,USPS,USPS,NaN,TRK70377089,29-12-2023,2023-12-29,2024-01-09,2024-01-09,01/03/2024,,Delivered,Returned,4,5,8.93 lbs,102.51 lbs,50x47x10 cm,50x47x10 cm,2513 Ln San Jose,NaN,San Jose,San Jose,TX,TX,USA,,NaN,true,,Left at door,Ring bell,Yes,Yes,yes,Y,,
DEL0000063,DEL0000063,ORD0004920,ORD0004920,CUST001476,CUST001476,FedEx,DHL,VR780508016,TRK13723993,2022-09-14,2022-09-14,2022-09-22,2022-09-22,2022-09-18,2022-09-18,Returned,N/A,4,3,26.28 kg,37850.0 g,31x56x28 cm,31x56x28 cm,San Antonio,"San Antonio, CA",San Antonio,San Antonio,CA,CA,United States,FR,FALSE,false,N/A,Left at door,Call before delivery,Yes,Yes,yes,N,NaN,
DEL0000064,DEL0000064,ORD0000856,ORD0000856,CUST001895,CUST001895,ups,DHL,ME350547727,TRK93385292,11-07-2022,2022-07-11,07/20/2022,2022-07-20,2022-07-28,2022-07-28,Returned,Failed,2,2,27.14 kg,55.39 lbs,39x41x28 cm,NULL,"8799 Elm St, Austin, FL 93329","9374 Elm St, Austin, FL 95797",Austin,Austin,FL,FL,,FR,TRUE,No,N/A,Recipient,<br/>handle with care,No,No,1,no,,
DEL0000065,DEL0000065,ORD0002149,ORD0002149,NULL,CUST000083,LaserShip,UPS,BS572050208,TRK17294997,2021-07-23,2021-07-23,04-08-2021,2021-08-04,2021-08-06,2021-08-06,delivered,Returned,4,2,46.93,92.92 lbs,10x55x7 cm,NULL,6407 Ln San Franciso,2355 Dr San Franciso,San Franciso,San Franciso,PA,PA,usa,,true,No,NaN,,,No,No,false,true,Quality issue,
DEL0000066,DEL0000066,ORD0000969,ORD0000969,CUST001471,CUST001471,UPS,DHL,JB839539432,TRK62305994,04-12-2021,2021-12-04,12/07/2021,2021-12-07,12/15/2021,2021-12-15,pending,In Transit,3,2,48.53 kg,84.21 lbs,43x52x20 cm,43x52x20 cm,3662 Dr New Yrok,2203 Ave New Yrok,New Yrok,New Yrok,TX,TX,usa,US,false,,Left at door,Recipient,Leave at door,No,No,TRUE,1,,
DEL0000067,,ORD0000015,ORD0000015,CUST001769,CUST001769,ups,USPS,RH666673174,TRK63609143,12/25/2022,2022-12-25,2022-12-28,2022-12-28,2022-12-25,2022-12-25,Out for Delivery,Failed,2,5,17.77 lbs,9680.0 g,35x55x10 cm,35x55x10 cm,"San Jose, TX",6955 Ln San Jose,San Jose,San Jose,TX,TX,United States of America,US,TRUE,yes,Recipient,,Ring bell,Yes,Yes,Y,FALSE,,
DEL0000068,DEL0000068,,ORD0003013,CUST001057,CUST001057,LaserShip,UPS,VN394876641,TRK98229145,NaN,2021-03-07,2021-03-18,2021-03-18,2021-03-22,2021-03-22,Failed,Failed,1,2,9.05 kg,19.93 kg,8x30x29 cm,8x30x29 cm,"Phoenix, IL","6206 Elm St, Phoenix, IL 49022",Phoenix,Phoenix,IL,IL,U.S.A,DE,true,yes,,Neighbor,Fragile,No,No,Y,yes,,
DEL0000069,DEL0000069,ORD0000333,ORD0000333,CUST000112,CUST000112,USPS,UPS,LA989079464,TRK72144683,16-03-2021,2021-03-16,2021-03-28,2021-03-28,2021-03-27,2021-03-27,Lost,Failed,1,3,42.68,8770.0 g,17x10x25 cm,17x10x25 cm,"Chcago, IL",,Chcago,Chcago,IL,IL,usa,DE,N,true,Recipient,Left at door,,Yes,Yes,Yes,no,,
DEL0000070,DEL0000070,ORD0001315,ORD0001315,CUST001982,CUST001982,dhl,USPS,SA384848175,TRK54723215,03/24/2021,2021-03-24,03/27/2021,2021-03-27,03/30/2021,,Pending,In Transit,2,4,46080.0 g,52.9 lbs,47x16x3 cm,47x16x3 cm,San Franciso,2536 Blvd San Franciso,San Franciso,San Franciso,AZ,AZ,USA,JP,No,FALSE,Neighbor,,NaN,No,No,1,1,Changed mind,
DEL0000071,DEL0000071,,ORD0004684,CUST000046,CUST000046,USPS,DHL,JL508989601,TRK67404761,01/29/2020,,2020-02-01,2020-02-01,null,NULL,Delivered,Failed,3,2,33.96 lbs,9.61 kg,25x32x23 cm,25x32x23 cm,1081 Dr Jacksonville,"Jacksonville, TX",Jacksonville,Jacksonville,TX,TX,usa,FR,true,,Left at door,,∑ emoji 📦,No,No,FALSE,Yes,,
DEL0000072,DEL0000072,ORD0002932,ORD0002932,CUST000228,,Amazon Logistics,UPS,LS608087228,null,13-04-2022,2022-04-13,04/21/2022,2022-04-21,04/16/2022,2022-04-16,Out for Delivery,In Transit,3,4,44.86 kg,9.9,16x9x28 cm,16x9x28 cm,7502 Blvd Sydeny,"7495 Oak St, Sydeny, IL 25370",Sydeny,Sydeny,IL,NaN,U.S.A,JP,,true,Neighbor,,Fragile,Yes,Yes,FALSE,No,,
DEL0000073,DEL0000073,ORD0003101,ORD0003101,CUST001912,CUST001912,USPS,USPS,UH304159326,TRK18977949,2021-01-13,2021-01-13,23-01-2021,2021-01-23,2021-01-25,2021-01-25,DELIVERED,In Transit,3,5,81.59 lbs,42.9,32x8x27 cm,32x8x27 cm,5659 Dr Phoenix,"543 Main St, Phoenix, TX 95281",Phoenix,Phoenix,TX,TX,United States,FR,0,1,Recipient,Neighbor,Leave at door,No,No,true,true,Damaged,
DEL0000074,DEL0000074,ORD9858214,ORD9858214,CUST001480,CUST001480,fedex,USPS,NA689886092,TRK23884071,2020-12-04,null,18-12-2020,null,12/24/2020,2020-12-24,pending,Failed,1,2,31.27,26010.0 g,33x51x27 cm,33x51x27 cm,5990 Blvd Londn,67 Ave Londn,Londn,Londn,AZ,AZ,USA,IN,FALSE,yes,Recipient,Neighbor,,N/A,No,false,N,Not delivered,
DEL0000075,DEL0000075,ORD0001731,ORD0001731,CUST001242,CUST001242,NaN,UPS,NJ843924374,TRK98080024,2023-11-22,NaN,11/23/2023,2023-11-23,2023-12-12,2023-12-12,NULL,,2,4,47.91,28.85,50x47x11 cm,50x47x11 cm,San Franciso,San Franciso,,San Franciso,TX,TX,United States,DE,0,false,Neighbor,Left at door,Ring bell,No,No,Y,TRUE,,
DEL0000076,DEL0000076,ORD0003741,ORD0003741,CUST001884,CUST001884,LaserShip,USPS,OX704080071,TRK30259238,06/12/2023,2023-06-12,13-06-2023,2023-06-13,2023-06-17,2023-06-17,DELIVERED,Failed,2,3,33930.0 g,10.28 kg,6x21x18 cm,6x21x18 cm,"227 Main St, Londn, IL 84171",523 Ln Londn,,Londn,IL,IL,U.S.A,GB,yes,0,Reception,Left at door,Ring bell,No,No,Y,true,Damaged,
DEL0000077,DEL0000077,ORD0004916,ORD0004916,,CUST000633,FedEx,NaN,SK252875900,TRK99252014,19-02-2021,2021-02-19,2021-03-02,2021-03-02,2021-03-03,2021-03-03,delivered,Delivered,2,1,7.83 kg,46370.0 g,46x41x30 cm,46x41x30 cm,"Jacksonville, IL","1488 Main St, Jacksonville, IL 55668",,Jacksonville,IL,IL,United States,JP,FALSE,No,Recipient,Neighbor,,No,No,Y,Yes,,
DEL0000078,DEL0000078,ORD0001245,ORD0001245,CUST000349,CUST000349,UPS,USPS,JV457935257,TRK46603855,08/24/2022,2022-08-24,08/28/2022,2022-08-28,,,delivered,In Transit,3,2,34050.0 g,14.08,27x41x24 cm,27x41x24 cm,"San Diego, AZ","9262 Lake St, San Diego, AZ 69961",San Diego,San Diego,AZ,AZ,United States of America,DE,,yes,Reception,,Ring bell,No,No,true,No,Damaged,
DEL0000079,DEL0000079,ORD0002795,,CUST000659,NaN,USPS,UPS,QG351311164,TRK22970362,2023-08-18,2023-08-18,20-08-2023,2023-08-20,2023-09-05,2023-09-05,DELIVERED,Delivered,1,5,75.37 lbs,4.35,36x23x12 cm,36x23x12 cm,"715 Elm St, Sydeny, PA 64045","9093 Oak St, Sydeny, PA 72051",Sydeny,Sydeny,PA,,United States,JP,TRUE,0,Recipient,Neighbor,Leave at door,No,No,,FALSE,,
DEL0000080,DEL0000080,ORD0004226,ORD0004226,CUST000867,CUST000867,dhl,DHL,WL471063968,TRK16563679,15-11-2020,2020-11-15,11/22/2020,2020-11-22,2020-12-04,2020-12-04,DELIVERED,Delivered,2,3,1650.0 g,39.05 kg,24x12x4 cm,24x12x4 cm,"Londn, FL","6875 Oak St, Londn, FL 57516",Londn,Londn,FL,FL,United States of America,DE,1,yes,N/A,N/A,Fragile,null,No,Y,No,,
DEL0000081,DEL0000081,ORD0002853,ORD0002853,CUST001607,CUST001607,FedEx,DHL,YI927593104,TRK53448980,17-05-2020,2020-05-17,19-05-2020,2020-05-19,,2020-05-22,pending,Delivered,5,4,21.97 kg,20.86,13x22x27 cm,,San Antonio,San Antonio,San Antonio,San Antonio,null,N/A,US,JP,TRUE,NaN,Recipient,Recipient,,No,No,1,TRUE,,
DEL0000082,DEL0000082,ORD0000235,ORD0000235,CUST000778,,UPS,DHL,GL610424002,TRK12554566,06/16/2021,2021-06-16,2021-06-22,2021-06-22,2021-06-16,2021-06-16,Returned,Failed,3,3,23.37 kg,49850.0 g,49x10x4 cm,49x10x4 cm,7529 Blvd Philadelphia,Philadelphia,Philadelphia,Philadelphia,IL,IL,usa,FR,true,N,Left at door,Neighbor,Ring bell,Yes,Yes,Y,false,,
DEL0000083,NULL,ORD0002136,ORD0002136,CUST000229,NaN,UPS,DHL,UR330749578,TRK77606578,14-08-2021,2021-08-14,19-08-2021,2021-08-19,08/24/2021,2021-08-24,in_transit,Returned,1,5,34130.0 g,,46x37x28 cm,46x37x28 cm,Phoenix,8618 Blvd Phoenix,Phoenix,Phoenix,CA,CA,United States of America,US,NaN,Y,Neighbor,Recipient,Ring bell,No,No,No,0,,
DEL0000084,DEL0000084,ORD0004310,ORD0004310,CUST000792,CUST000792,USPS,UPS,GC394944972,TRK20859398,2021-03-30,2021-03-30,05-04-2021,,,2021-04-10,Pending,Delivered,5,1,6.66,4.57,7x58x16 cm,7x58x16 cm,4711 Dr Londn,Londn,Londn,Londn,TX,TX,United States,GB,0,Y,N/A,,Fragile,No,No,no,true,Damaged,
DEL0000085,DEL0000085,ORD9747361,ORD9747361,CUST000833,CUST000833,LaserShip,DHL,QT418139804,TRK27206496,06/13/2023,2023-06-13,2023-06-21,2023-06-21,06/27/2023,2023-06-27,In Transit,Failed,1,4,13.43 lbs,71.82 lbs,31x11x10 cm,31x11x10 cm,NULL,"6269 Elm St, San Antonio, CA 61175",San Antonio,San Antonio,CA,CA,usa,JP,TRUE,1,,Left at door,Fragile,No,No,yes,no,Changed mind,
DEL0000086,DEL0000086,ORD0001333,ORD0001333,CUST001130,CUST001130,,USPS,ZQ725532110,TRK92202152,02-11-2022,2022-11-02,11/13/2022,2022-11-13,2022-11-09,2022-11-09,NaN,Delivered,2,5,44960.0 g,18.92,19x50x29 cm,19x50x29 cm,"New York, CA",2057 Ave New York,New York,New York,CA,CA,United States,US,yes,0,Recipient,Left at door,,Yes,Yes,TRUE,FALSE,Damaged,
DEL0000087,DEL0000087,ORD0004784,ORD0004784,null,CUST000966,NaN,USPS,QV430563801,TRK76170047,16-01-2022,N/A,01/19/2022,2022-01-19,01/17/2022,2022-01-17,in_transit,Delivered,3,3,81.54 lbs,42.56 kg,11x38x26 cm,11x38x26 cm,"9908 Park St, Jacksonville, CA 90589","Jacksonville, CA",Jacksonville,Jacksonville,CA,CA,United States of America,IN,TRUE,no,,Left at door,,Yes,Yes,NULL,No,Quality issue,
DEL0000088,DEL0000088,ORD0001918,ORD0001918,,CUST001888,Amazon Logistics,USPS,PI404232269,TRK48358651,07/31/2020,2020-07-31,08/03/2020,2020-08-03,2020-08-11,2020-08-11,Failed,N/A,5,2,NaN,20.69,37x33x14 cm,37x33x14 cm,7648 Dr Jacksonville,9067 Ln Jacksonville,,Jacksonville,AZ,AZ,United States of America,US,0,N,,,null,No,No,yes,N,Damaged,
DEL0000089,DEL0000089,ORD0004991,ORD0004991,CUST000939,CUST000939,UPS,USPS,KR482848549,TRK37906137,2021-07-30,2021-07-30,07/31/2021,2021-07-31,08/06/2021,2021-08-06,pending,In Transit,5,4,46310.0 g,57.86 lbs,54x18x5 cm,54x18x5 cm,"52 Elm St, San Jose, NY 66370","San Jose, NY",San Jose,San Jose,NY,NY,United States of America,JP,yes,true,Neighbor,Recipient,Call before delivery,No,No,N,yes,,
DEL0000090,DEL0000090,ORD0001654,ORD0001654,CUST001267,CUST001267,OnTrac,FedEx,YQ577629089,TRK98321624,2022-07-15,2022-07-15,07/17/2022,2022-07-17,NULL,2022-07-29,In Transit,In Transit,4,1,38.31,28.71 kg,43x44x3 cm,43x44x3 cm,New York,New York,New York,New York,CA,CA,usa,JP,,no,N/A,Recipient,,No,No,0,Yes,Changed mind,
DEL0000091,DEL0000091,ORD0001720,ORD0001720,CUST001562,CUST001562,ups,USPS,PO555445143,TRK70340858,07-03-2021,2021-03-07,03/08/2021,2021-03-08,,2021-03-14,Returned,Failed,4,3,39.63 kg,29.95,9x6x18 cm,9x6x18 cm,"Philadelphia, PA","2646 Elm St, Philadelphia, PA 18537",Philadelphia,Philadelphia,PA,PA,United States,DE,Yes,false,,Recipient,Leave at door,No,No,1,0,,
DEL0000092,DEL0000092,ORD0003369,ORD0003369,CUST001908,CUST001908,ups,USPS,VN584226999,TRK98998082,2023-04-18,2023-04-18,2023-04-19,2023-04-19,2023-04-18,2023-04-18,,Delivered,2,3,65.16 lbs,48.9 kg,NULL,42x49x12 cm,"9237 Lake St, New York, NY 59388","New York, NY",NULL,New York,N/A,NY,United States,US,,N/A,Left at door,Left at door,Leave at door,NULL,Yes,1,true,,
DEL0000093,DEL0000093,ORD0003164,ORD0003164,CUST001094,CUST001094,fedex,FedEx,NH557707213,TRK81356436,2020-02-24,2020-02-24,02/25/2020,2020-02-25,,2020-02-28,Pending,In Transit,4,2,1.97,35150.0 g,56x43x28 cm,56x43x28 cm,,Jacksonville,Jacksonville,Jacksonville,NY,NY,United States of America,FR,yes,true,Neighbor,Neighbor,N/A,No,No,false,NaN,NULL,
DEL0000094,DEL0000094,ORD0004210,ORD0004210,CUST000217,CUST000217,Amazon Logistics,FedEx,GL438891082,TRK29353318,2023-01-01,2023-01-01,06-01-2023,2023-01-06,01/02/2023,2023-01-02,Pending,Returned,2,3,9.84,99.07 lbs,58x39x7 cm,58x39x7 cm,"511 Elm St, Austin, TX 85605","Austin, TX",Austin,Austin,TX,TX,usa,US,N,No,Reception,Recipient,Call before delivery,Yes,Yes,N,Y,Changed mind,
DEL0000095,DEL0000095,NaN,ORD0000967,CUST001854,CUST001854,DHL,USPS,HU435952622,TRK24172684,08/03/2021,2021-08-03,2021-08-16,2021-08-16,NULL,2021-08-07,Failed,Delivered,5,1,36.69 kg,101.72 lbs,,11x53x8 cm,Sydeny,"1162 Oak St, Sydeny, FL 37473",Sydeny,Sydeny,FL,FL,USA,FR,TRUE,TRUE,Left at door,Left at door,N/A,Yes,Yes,N,0,Not delivered,
DEL0000096,DEL0000096,ORD0002377,N/A,CUST000145,NaN,FedEx,NaN,VI574219476,TRK20273504,2021-10-29,2021-10-29,2021-11-02,2021-11-02,2021-11-10,2021-11-10,Out for Delivery,Returned,5,5,63.46 lbs,42.03,5x23x5 cm,5x23x5 cm,7047 Ln Los Angeles,1436 Blvd Los Angeles,Los Angeles,Los Angeles,TX,TX,USA,IN,Yes,no,Neighbor,,<br/>handle with care,,No,FALSE,0,Not delivered,
DEL0000097,DEL0000097,ORD0000132,ORD0000132,CUST000892,,Amazon Logistics,UPS,TI130786781,,,2022-10-20,29-10-2022,2022-10-29,10/30/2022,,Pending,Failed,1,5,17.36 kg,13440.0 g,53x28x10 cm,53x28x10 cm,Londn,"Londn, IL",Londn,Londn,IL,IL,United States,GB,N,TRUE,N/A,,<br/>handle with care,No,No,true,yes,,
DEL0000098,DEL0000098,ORD0001348,ORD0001348,CUST001917,CUST001917,USPS,UPS,IS302701251,TRK28868712,04-01-2023,2023-01-04,12-01-2023,2023-01-12,,2023-01-10,Out for Delivery,Failed,5,1,38.5 kg,1.24 kg,18x45x29 cm,18x45x29 cm,"San Antonio, IL",8797 Dr San Antonio,San Antonio,San Antonio,IL,IL,null,JP,true,N,Recipient,Recipient,<br/>handle with care,Yes,Yes,TRUE,No,Quality issue,
DEL0000099,DEL0000099,ORD0004975,NaN,CUST000240,,OnTrac,UPS,GQ577569573,TRK77635920,07/09/2023,2023-07-09,20-07-2023,2023-07-20,2023-07-09,2023-07-09,Failed,Failed,1,5,103.0 lbs,25.75 kg,53x40x10 cm,53x40x10 cm,Tokyoo,5734 Blvd Tokyoo,Tokyoo,Tokyoo,TX,TX,US,DE,TRUE,false,Recipient,Left at door,Call before delivery,Yes,Yes,no,0,,
DEL0000100,DEL0000100,ORD0002414,ORD0002414,CUST000221,CUST000221,LaserShip,FedEx,HA330079096,TRK48824706,2020-05-07,2020-05-07,2020-05-16,,05/27/2020,2020-05-27,Pending,Returned,2,5,68.2 lbs,48.53 lbs,50x47x30 cm,50x47x30 cm,Tokyoo,Tokyoo,Tokyoo,Tokyoo,CA,CA,usa,NULL,false,N,Left at door,,Call before delivery,No,No,no,true,Changed mind,
DEL0000101,N/A,ORD9508562,ORD9508562,CUST001919,CUST001919,fedex,USPS,EJ231943213,TRK67531806,2020-02-05,2020-02-05,NaN,2020-02-07,2020-02-20,2020-02-20,DELIVERED,Delivered,4,1,1.32 kg,98.81 lbs,14x39x9 cm,14x39x9 cm,Houston,"Houston, NY",Houston,Houston,NY,NY,U.S.A,DE,1,Y,Neighbor,Recipient,Leave at door,No,No,false,no,Not delivered,
DEL0000102,DEL0000102,ORD0002507,ORD0002507,CUST001977,CUST001977,LaserShip,USPS,SR158563596,TRK36927499,2022-03-24,2022-03-24,2022-03-31,2022-03-31,,2022-04-05,Lost,Returned,1,3,49.63,8330.0 g,60x40x18 cm,60x40x18 cm,2708 Blvd New York,5417 Ln New York,,New York,NY,NY,null,FR,0,TRUE,Neighbor,,∑ emoji 📦,No,No,,TRUE,,
DEL0000103,DEL0000103,ORD0000585,ORD0000585,CUST001985,CUST001985,LaserShip,FedEx,XE528252575,TRK50682560,2022-08-05,2022-08-05,2022-08-07,2022-08-07,,,DELIVERED,Delivered,3,1,N/A,49.14 kg,29x28x23 cm,29x28x23 cm,Austin,Austin,Austin,Austin,CA,CA,US,FR,Yes,No,Neighbor,,Call before delivery,null,No,N/A,false,Quality issue,
DEL0000104,DEL0000104,ORD0004850,ORD0004850,CUST001234,CUST001234,USPS,FedEx,YY565540661,TRK50056553,2023-11-10,2023-11-10,11/17/2023,2023-11-17,2023-11-12,,Failed,Delivered,2,NULL,42.64,32570.0 g,15x24x27 cm,15x24x27 cm,"5219 Elm St, Phoenix, FL 81963","Phoenix, FL",Phoenix,Phoenix,FL,NaN,NULL,JP,yes,Yes,,,Fragile,Yes,Yes,Y,false,Not delivered,
DEL0000105,DEL0000105,ORD0002725,ORD0002725,CUST000661,CUST000661,Amazon Logistics,FedEx,YW925127757,TRK53646405,02/01/2020,2020-02-01,11-02-2020,2020-02-11,02/04/2020,,In Transit,Failed,1,1,N/A,NaN,54x39x18 cm,54x39x18 cm,"9151 Oak St, Los Angeles, IL 35753","Los Angeles, IL",Los Angeles,Los Angeles,IL,IL,United States of America,US,0,false,Left at door,,Leave at door,Yes,Yes,Yes,Yes,,
DEL0000106,DEL0000106,ORD0002666,ORD0002666,CUST001284,CUST001284,LaserShip,null,UB993120368,NULL,2020-10-05,2020-10-05,10/10/2020,2020-10-10,2020-10-06,2020-10-06,delivered,In Transit,2,3,92.32 lbs,19.8 lbs,N/A,13x47x10 cm,"9908 Elm St, Phoenix, FL 83299",451 Dr Phoenix,Phoenix,Phoenix,FL,FL,U.S.A,GB,No,TRUE,Left at door,Neighbor,Ring bell,Yes,,false,0,Quality issue,
DEL0000107,DEL0000107,ORD0000519,ORD0000519,CUST000108,CUST000108,LaserShip,USPS,WH994909422,TRK56816614,04/07/2021,2021-04-07,16-04-2021,,,2021-04-24,Lost,NaN,5,2,11070.0 g,76.14 lbs,47x56x29 cm,47x56x29 cm,San Franciso,"3863 Elm St, San Franciso, CA 19039",San Franciso,San Franciso,CA,CA,usa,JP,true,no,Left at door,Recipient,<br/>handle with care,No,No,No,false,,
DEL0000108,NULL,ORD0000290,ORD0000290,CUST001280,CUST001280,OnTrac,UPS,NJ308025019,TRK84142514,29-05-2020,2020-05-29,2020-06-09,2020-06-09,2020-06-16,2020-06-16,Delivered,Failed,1,,44.8,20.99 lbs,28x15x8 cm,28x15x8 cm,5027 Blvd Jacksonville,Jacksonville,Jacksonville,Jacksonville,AZ,AZ,United States of America,DE,0,1,Neighbor,Left at door,Ring bell,No,No,false,1,Changed mind,
DEL0000109,DEL0000109,null,ORD0004629,CUST001259,CUST001259,ups,FedEx,TP352963331,TRK70688925,22-03-2023,2023-03-22,NaN,2023-04-04,2023-04-09,2023-04-09,Out for Delivery,Failed,4,3,49.39 kg,94.35 lbs,35x29x8 cm,35x29x8 cm,3056 Ln Los Angeles,"Los Angeles, TX",Los Angeles,Los Angeles,TX,TX,United States of America,US,true,Y,N/A,Neighbor,Call before delivery,No,No,No,true,,
DEL0000110,DEL0000110,ORD0001929,,CUST000556,CUST000556,fedex,UPS,IV637693299,TRK45835488,15-01-2021,2021-01-15,2021-01-18,2021-01-18,2021-01-23,2021-01-23,,Returned,2,4,49.04,37.62 lbs,34x56x15 cm,34x56x15 cm,"2998 Lake St, San Antonio, FL 25694",San Antonio,San Antonio,San Antonio,FL,FL,USA,US,1,No,,Recipient,<br/>handle with care,No,No,No,yes,Damaged,
DEL0000111,N/A,ORD0002282,ORD0002282,CUST001138,CUST001138,OnTrac,FedEx,FR166081463,TRK97209677,,2021-07-10,2021-07-20,2021-07-20,07/26/2021,2021-07-26,,Returned,1,5,15.47 kg,3.62,54x25x28 cm,54x25x28 cm,5095 Ave Houston,NULL,Houston,Houston,AZ,AZ,USA,DE,true,yes,N/A,Neighbor,Fragile,No,No,FALSE,No,Wrong item,
DEL0000112,DEL0000112,ORD0001716,,CUST001379,CUST001379,null,UPS,OE117727041,TRK35260574,14-02-2020,2020-02-14,2020-02-17,2020-02-17,03/04/2020,2020-03-04,delivered,Delivered,2,N/A,37.97 kg,40.64,28x23x12 cm,28x23x12 cm,1303 Ln Chcago,399 Ave Chcago,Chcago,Chcago,PA,,U.S.A,US,No,FALSE,Neighbor,Recipient,Call before delivery,No,No,TRUE,true,Damaged,
DEL0000113,DEL0000113,NaN,ORD0002668,CUST000137,CUST000137,dhl,UPS,QH142553091,TRK99983952,2021-09-17,2021-09-17,2021-09-22,2021-09-22,09/23/2021,2021-09-23,Delivered,Returned,5,2,46.7 kg,45.07 lbs,44x60x26 cm,44x60x26 cm,San Franciso,9161 Dr San Franciso,San Franciso,San Franciso,CA,CA,USA,JP,Yes,true,Recipient,Neighbor,Fragile,No,No,false,1,Quality issue,
DEL0000035,DEL0000114,ORD0002224,ORD0002224,CUST000432,N/A,OnTrac,FedEx,WU159755770,TRK41217218,2023-08-05,2023-08-05,2023-08-12,2023-08-12,,,Returned,Returned,4,4,56.96 lbs,N/A,18x8x27 cm,18x8x27 cm,San Diego,4373 Blvd San Diego,San Diego,San Diego,CA,CA,United States of America,,true,Yes,,Recipient,Fragile,No,No,FALSE,Yes,null,null
DEL0000115,null,ORD0000759,ORD0000759,CUST000413,CUST000413,UPS,UPS,JM521840024,TRK61494185,04/17/2020,2020-04-17,2020-05-01,2020-05-01,2020-04-22,2020-04-22,DELIVERED,Returned,2,1,14.67 kg,14370.0 g,24x52x9 cm,24x52x9 cm,"4092 Lake St, Chicago, FL 71312","6895 Oak St, Chicago, FL 41827",Chicago,NaN,FL,FL,US,US,,No,Neighbor,,∑ emoji 📦,Yes,Yes,true,0,Changed mind,
DEL0000116,DEL0000116,ORD0004752,ORD0004752,CUST001558,CUST001558,ups,UPS,IE815557956,TRK31097864,2020-10-29,2020-10-29,11/01/2020,2020-11-01,2020-11-14,2020-11-14,pending,Returned,5,5,32.81,75.04 lbs,18x37x12 cm,18x37x12 cm,NULL,Sydeny,Sydeny,Sydeny,CA,CA,USA,JP,false,no,Left at door,Recipient,<br/>handle with care,No,No,null,FALSE,,
DEL0000117,DEL0000117,ORD0002309,ORD0002309,CUST001475,CUST001475,NULL,DHL,LZ615830893,TRK53163177,2023-02-02,2023-02-02,02/16/2023,2023-02-16,02/07/2023,,Out for Delivery,NULL,4,2,14.42 lbs,3.53,11x14x10 cm,11x14x10 cm,Chcago,"5865 Oak St, Chcago, CA 58479",Chcago,N/A,CA,CA,usa,IN,true,No,Neighbor,Left at door,Fragile,Yes,Yes,0,Y,,
DEL0000086,DEL0000118,ORD0003437,ORD0003437,CUST000880,CUST000880,FedEx,DHL,TH754939159,TRK23039580,26-12-2022,2022-12-26,2022-12-28,2022-12-28,01/03/2023,2023-01-03,delivered,Failed,4,5,39.79,10210.0 g,10x7x20 cm,10x7x20 cm,"6524 Park St, Londn, AZ 73388",Londn,Londn,Londn,AZ,AZ,USA,JP,no,NaN,,Neighbor,Leave at door,No,No,0,no,Changed mind,
DEL0000119,DEL0000119,ORD0004437,ORD0004437,CUST001992,CUST001992,DHL,UPS,NY751829620,TRK78232277,20-06-2020,2020-06-20,06/26/2020,2020-06-26,06/26/2020,2020-06-26,delivered,In Transit,3,2,34.31 lbs,N/A,24x12x7 cm,24x12x7 cm,"6555 Park St, Los Angeles, NY 61321",4353 Ln Los Angeles,Los Angeles,Los Angeles,NY,NY,US,NaN,0,no,Neighbor,,<br/>handle with care,Yes,Yes,yes,NaN,Quality issue,
DEL0000120,DEL0000120,ORD0002952,ORD0002952,CUST000549,CUST000549,LaserShip,NULL,TM627888529,TRK48490273,2021-05-13,2021-05-13,2021-05-21,2021-05-21,05/30/2021,2021-05-30,in_transit,Failed,4,5,49.35 kg,37.37 kg,34x50x25 cm,34x50x25 cm,"196 Oak St, San Antonio, CA 85364",NULL,San Antonio,San Antonio,CA,CA,USA,US,Yes,FALSE,Reception,Left at door,∑ emoji 📦,No,No,FALSE,false,,
DEL0000121,DEL0000121,,ORD0004450,CUST001947,CUST001947,fedex,DHL,HH467158210,TRK68793297,2021-09-22,2021-09-22,10/03/2021,2021-10-03,2021-10-10,2021-10-10,Failed,In Transit,3,NaN,23090.0 g,28.01,42x40x17 cm,42x40x17 cm,"9776 Main St, San Antonio, PA 35084",2182 Ln San Antonio,San Antonio,San Antonio,PA,PA,usa,US,No,No,,Recipient,Call before delivery,N/A,,1,Yes,,null
